,SUBJECT,SESSION,RUN,trial_in_session
125748,5,26,8,498
125765,5,26,9,515
125766,5,26,9,516
125767,5,26,9,517
125777,5,26,9,527
125779,5,26,9,529
125788,5,26,9,538
125802,5,26,9,552
125812,5,26,9,562
125824,5,26,10,574
125825,5,26,10,575
125839,5,26,10,589
125842,5,26,10,592
125844,5,26,10,594
125847,5,26,10,597
125850,5,26,10,600
125868,5,26,10,618
125878,5,26,11,628
125882,5,26,11,632
125886,5,26,11,636
125888,5,26,11,638
125903,5,26,11,653
125919,5,26,11,669
125934,5,26,11,684
125939,5,26,12,689
125956,5,26,12,706
125980,5,26,12,730
125981,5,26,12,731
125983,5,26,12,733
125984,5,26,12,734
125989,5,26,12,739
125991,5,26,12,741
126018,5,27,1,18
126021,5,27,1,21
126023,5,27,1,23
126042,5,27,1,42
126051,5,27,1,51
126066,5,27,2,66
126069,5,27,2,69
126074,5,27,2,74
126085,5,27,2,85
126096,5,27,2,96
126097,5,27,2,97
126102,5,27,2,102
126103,5,27,2,103
126107,5,27,2,107
126113,5,27,2,113
126123,5,27,2,123
126149,5,27,3,149
126153,5,27,3,153
126154,5,27,3,154
126157,5,27,3,157
126160,5,27,3,160
126168,5,27,3,168
126178,5,27,3,178
126202,5,27,4,202
126216,5,27,4,216
126234,5,27,4,234
126242,5,27,4,242
126243,5,27,4,243
126249,5,27,4,249
126270,5,27,5,270
126298,5,27,5,298
126303,5,27,5,303
126338,5,27,6,338
126355,5,27,6,355
126358,5,27,6,358
126393,5,27,7,393
126409,5,27,7,409
126417,5,27,7,417
126418,5,27,7,418
126453,5,27,8,453
126475,5,27,8,475
126487,5,27,8,487
126493,5,27,8,493
126494,5,27,8,494
126497,5,27,8,497
126502,5,27,9,502
126503,5,27,9,503
126512,5,27,9,512
126513,5,27,9,513
126514,5,27,9,514
126515,5,27,9,515
126521,5,27,9,521
126524,5,27,9,524
126540,5,27,9,540
126544,5,27,9,544
126546,5,27,9,546
126565,5,27,10,565
126570,5,27,10,570
126573,5,27,10,573
126582,5,27,10,582
126598,5,27,10,598
126602,5,27,10,602
126603,5,27,10,603
126609,5,27,10,609
126622,5,27,10,622
126630,5,27,11,630
126631,5,27,11,631
126647,5,27,11,647
126665,5,27,11,665
126673,5,27,11,673
126680,5,27,11,680
126681,5,27,11,681
126684,5,27,11,684
126706,5,27,12,706
126712,5,27,12,712
126714,5,27,12,714
126744,5,27,12,744
126767,5,28,1,17
126773,5,28,1,23
126785,5,28,1,35
126789,5,28,1,39
126798,5,28,1,48
126808,5,28,1,58
126809,5,28,1,59
126814,5,28,2,64
126827,5,28,2,77
126835,5,28,2,85
126836,5,28,2,86
126842,5,28,2,92
126859,5,28,2,109
126861,5,28,2,111
126905,5,28,3,155
126923,5,28,3,173
126950,5,28,4,200
126970,5,28,4,220
126973,5,28,4,223
126981,5,28,4,231
126988,5,28,4,238
127001,5,28,5,251
127022,5,28,5,272
127038,5,28,5,288
127046,5,28,5,296
127055,5,28,5,305
127065,5,28,6,315
127090,5,28,6,340
127092,5,28,6,342
127093,5,28,6,343
127096,5,28,6,346
127140,5,28,7,390
127150,5,28,7,400
127153,5,28,7,403
127160,5,28,7,410
127181,5,28,7,431
127187,5,28,7,437
127224,5,28,8,474
127235,5,28,8,485
127244,5,28,8,494
127263,5,28,9,513
127284,5,28,9,534
127287,5,28,9,537
127289,5,28,9,539
127295,5,28,9,545
127301,5,28,9,551
127316,5,28,10,566
127321,5,28,10,571
127323,5,28,10,573
127325,5,28,10,575
127326,5,28,10,576
127337,5,28,10,587
127359,5,28,10,609
127367,5,28,10,617
127379,5,28,11,629
127414,5,28,11,664
127416,5,28,11,666
127422,5,28,11,672
127424,5,28,11,674
127439,5,28,12,689
127448,5,28,12,698
127453,5,28,12,703
127454,5,28,12,704
127464,5,28,12,714
127480,5,28,12,730
127492,5,28,12,742
127494,5,28,12,744
127510,5,29,1,10
127548,5,29,1,48
127553,5,29,1,53
127599,5,29,2,99
127608,5,29,2,108
127617,5,29,2,117
127628,5,29,3,128
127629,5,29,3,129
127635,5,29,3,135
127636,5,29,3,136
127653,5,29,3,153
127656,5,29,3,156
127663,5,29,3,163
127670,5,29,3,170
127700,5,29,4,200
127710,5,29,4,210
127714,5,29,4,214
127718,5,29,4,218
127732,5,29,4,232
127743,5,29,4,243
127749,5,29,4,249
127761,5,29,5,261
127780,5,29,5,280
127783,5,29,5,283
127804,5,29,5,304
127811,5,29,5,311
127823,5,29,6,323
127825,5,29,6,325
127828,5,29,6,328
127833,5,29,6,333
127847,5,29,6,347
127851,5,29,6,351
127857,5,29,6,357
127863,5,29,6,363
127887,5,29,7,387
127896,5,29,7,396
127898,5,29,7,398
127913,5,29,7,413
127974,5,29,8,474
127998,5,29,8,498
127999,5,29,8,499
128025,5,29,9,525
128031,5,29,9,531
128059,5,29,9,559
128061,5,29,9,561
128103,5,29,10,603
128105,5,29,10,605
128106,5,29,10,606
128119,5,29,10,619
128125,5,29,11,625
128127,5,29,11,627
128153,5,29,11,653
128168,5,29,11,668
128175,5,29,11,675
128197,5,29,12,697
128202,5,29,12,702
128205,5,29,12,705
128215,5,29,12,715
128217,5,29,12,717
128232,5,29,12,732
128234,5,29,12,734
128253,5,30,1,3
128258,5,30,1,8
128296,5,30,1,46
128311,5,30,1,61
128317,5,30,2,67
128335,5,30,2,85
128348,5,30,2,98
128367,5,30,2,117
128399,5,30,3,149
128400,5,30,3,150
128405,5,30,3,155
128425,5,30,3,175
128428,5,30,3,178
128435,5,30,3,185
128457,5,30,4,207
128459,5,30,4,209
128472,5,30,4,222
128483,5,30,4,233
128499,5,30,4,249
128508,5,30,5,258
128512,5,30,5,262
128532,5,30,5,282
128534,5,30,5,284
128553,5,30,5,303
128555,5,30,5,305
128581,5,30,6,331
128587,5,30,6,337
128589,5,30,6,339
128597,5,30,6,347
128609,5,30,6,359
128622,5,30,6,372
128636,5,30,7,386
128640,5,30,7,390
128661,5,30,7,411
128688,5,30,8,438
128692,5,30,8,442
128704,5,30,8,454
128721,5,30,8,471
128729,5,30,8,479
128748,5,30,8,498
128758,5,30,9,508
128765,5,30,9,515
128766,5,30,9,516
128770,5,30,9,520
128772,5,30,9,522
128784,5,30,9,534
128791,5,30,9,541
128793,5,30,9,543
128794,5,30,9,544
128802,5,30,9,552
128807,5,30,9,557
128825,5,30,10,575
128830,5,30,10,580
128848,5,30,10,598
128849,5,30,10,599
128860,5,30,10,610
128871,5,30,10,621
128876,5,30,11,626
128889,5,30,11,639
128891,5,30,11,641
128894,5,30,11,644
128898,5,30,11,648
128901,5,30,11,651
128914,5,30,11,664
128922,5,30,11,672
128933,5,30,11,683
128947,5,30,12,697
128951,5,30,12,701
128956,5,30,12,706
128966,5,30,12,716
128977,5,30,12,727
128980,5,30,12,730
128982,5,30,12,732
128987,5,30,12,737
128992,5,30,12,742
129012,5,31,1,12
129013,5,31,1,13
129019,5,31,1,19
129021,5,31,1,21
129028,5,31,1,28
129044,5,31,1,44
129045,5,31,1,45
129050,5,31,1,50
129060,5,31,1,60
129061,5,31,1,61
129074,5,31,2,74
129075,5,31,2,75
129081,5,31,2,81
129085,5,31,2,85
129089,5,31,2,89
129102,5,31,2,102
129107,5,31,2,107
129113,5,31,2,113
129115,5,31,2,115
129122,5,31,2,122
129132,5,31,3,132
129144,5,31,3,144
129146,5,31,3,146
129156,5,31,3,156
129159,5,31,3,159
129170,5,31,3,170
129172,5,31,3,172
129175,5,31,3,175
129176,5,31,3,176
129184,5,31,3,184
129207,5,31,4,207
129214,5,31,4,214
129219,5,31,4,219
129237,5,31,4,237
129248,5,31,4,248
129249,5,31,4,249
129264,5,31,5,264
129267,5,31,5,267
129285,5,31,5,285
129299,5,31,5,299
129304,5,31,5,304
129305,5,31,5,305
129312,5,31,5,312
129315,5,31,6,315
129318,5,31,6,318
129319,5,31,6,319
129324,5,31,6,324
129328,5,31,6,328
129334,5,31,6,334
129340,5,31,6,340
129344,5,31,6,344
129362,5,31,6,362
129371,5,31,6,371
129374,5,31,6,374
129385,5,31,7,385
129386,5,31,7,386
129395,5,31,7,395
129400,5,31,7,400
129433,5,31,7,433
129436,5,31,7,436
129450,5,31,8,450
129463,5,31,8,463
129465,5,31,8,465
129472,5,31,8,472
129475,5,31,8,475
129488,5,31,8,488
129492,5,31,8,492
129501,5,31,9,501
129508,5,31,9,508
129509,5,31,9,509
129513,5,31,9,513
129514,5,31,9,514
129516,5,31,9,516
129521,5,31,9,521
129537,5,31,9,537
129561,5,31,9,561
129573,5,31,10,573
129581,5,31,10,581
129587,5,31,10,587
129588,5,31,10,588
129589,5,31,10,589
129598,5,31,10,598
129600,5,31,10,600
129610,5,31,10,610
129617,5,31,10,617
129620,5,31,10,620
129622,5,31,10,622
129628,5,31,11,628
129629,5,31,11,629
129630,5,31,11,630
129632,5,31,11,632
129643,5,31,11,643
129659,5,31,11,659
129702,5,31,12,702
129721,5,31,12,721
129723,5,31,12,723
129733,5,31,12,733
129735,5,31,12,735
129741,5,31,12,741
129745,5,31,12,745
129747,5,31,12,747
129754,5,32,1,4
129774,5,32,1,24
129783,5,32,1,33
129785,5,32,1,35
129792,5,32,1,42
129796,5,32,1,46
129806,5,32,1,56
129813,5,32,2,63
129839,5,32,2,89
129841,5,32,2,91
129853,5,32,2,103
129856,5,32,2,106
129857,5,32,2,107
129871,5,32,2,121
129882,5,32,3,132
129883,5,32,3,133
129894,5,32,3,144
129906,5,32,3,156
129929,5,32,3,179
129931,5,32,3,181
129938,5,32,4,188
129971,5,32,4,221
129992,5,32,4,242
129999,5,32,4,249
130024,5,32,5,274
130026,5,32,5,276
130040,5,32,5,290
130061,5,32,5,311
130066,5,32,6,316
130075,5,32,6,325
130081,5,32,6,331
130094,5,32,6,344
130096,5,32,6,346
130097,5,32,6,347
130098,5,32,6,348
130115,5,32,6,365
130134,5,32,7,384
130135,5,32,7,385
130138,5,32,7,388
130142,5,32,7,392
130143,5,32,7,393
130148,5,32,7,398
130158,5,32,7,408
130165,5,32,7,415
130171,5,32,7,421
130183,5,32,7,433
130210,5,32,8,460
130213,5,32,8,463
130222,5,32,8,472
130232,5,32,8,482
130237,5,32,8,487
130243,5,32,8,493
130248,5,32,8,498
130280,5,32,9,530
130301,5,32,9,551
130327,5,32,10,577
130332,5,32,10,582
130344,5,32,10,594
130345,5,32,10,595
130348,5,32,10,598
130352,5,32,10,602
130363,5,32,10,613
130365,5,32,10,615
130366,5,32,10,616
130374,5,32,10,624
130375,5,32,11,625
130376,5,32,11,626
130380,5,32,11,630
130388,5,32,11,638
130393,5,32,11,643
130402,5,32,11,652
130404,5,32,11,654
130423,5,32,11,673
130433,5,32,11,683
130436,5,32,11,686
130444,5,32,12,694
130451,5,32,12,701
130464,5,32,12,714
130470,5,32,12,720
130473,5,32,12,723
130475,5,32,12,725
130494,5,32,12,744
130506,5,33,1,6
130512,5,33,1,12
130517,5,33,1,17
130526,5,33,1,26
130530,5,33,1,30
130534,5,33,1,34
130546,5,33,1,46
130581,5,33,2,81
130590,5,33,2,90
130592,5,33,2,92
130595,5,33,2,95
130604,5,33,2,104
130617,5,33,2,117
130632,5,33,3,132
130642,5,33,3,142
130653,5,33,3,153
130654,5,33,3,154
130663,5,33,3,163
130664,5,33,3,164
130670,5,33,3,170
130686,5,33,3,186
130695,5,33,4,195
130699,5,33,4,199
130700,5,33,4,200
130703,5,33,4,203
130712,5,33,4,212
130724,5,33,4,224
130748,5,33,4,248
130754,5,33,5,254
130765,5,33,5,265
130776,5,33,5,276
130788,5,33,5,288
130792,5,33,5,292
130793,5,33,5,293
130797,5,33,5,297
130807,5,33,5,307
130815,5,33,6,315
130824,5,33,6,324
130835,5,33,6,335
130837,5,33,6,337
130848,5,33,6,348
130853,5,33,6,353
130859,5,33,6,359
130872,5,33,6,372
130884,5,33,7,384
130921,5,33,7,421
130934,5,33,7,434
130947,5,33,8,447
130954,5,33,8,454
130955,5,33,8,455
130970,5,33,8,470
130975,5,33,8,475
130982,5,33,8,482
130997,5,33,8,497
130998,5,33,8,498
131005,5,33,9,505
131043,5,33,9,543
131049,5,33,9,549
131052,5,33,9,552
131057,5,33,9,557
131058,5,33,9,558
131060,5,33,9,560
131071,5,33,10,571
131080,5,33,10,580
131090,5,33,10,590
131091,5,33,10,591
131101,5,33,10,601
131129,5,33,11,629
131134,5,33,11,634
131135,5,33,11,635
131142,5,33,11,642
131148,5,33,11,648
131150,5,33,11,650
131159,5,33,11,659
131169,5,33,11,669
131181,5,33,11,681
131207,5,33,12,707
131211,5,33,12,711
131215,5,33,12,715
131264,5,34,1,14
131280,5,34,1,30
131281,5,34,1,31
131299,5,34,1,49
131300,5,34,1,50
131347,5,34,2,97
131365,5,34,2,115
131369,5,34,2,119
131380,5,34,3,130
131433,5,34,3,183
131449,5,34,4,199
131465,5,34,4,215
131466,5,34,4,216
131473,5,34,4,223
131476,5,34,4,226
131479,5,34,4,229
131483,5,34,4,233
131487,5,34,4,237
131488,5,34,4,238
131492,5,34,4,242
131496,5,34,4,246
131503,5,34,5,253
131504,5,34,5,254
131527,5,34,5,277
131545,5,34,5,295
131560,5,34,5,310
131567,5,34,6,317
131581,5,34,6,331
131589,5,34,6,339
131597,5,34,6,347
131598,5,34,6,348
131627,5,34,7,377
131647,5,34,7,397
131672,5,34,7,422
131682,5,34,7,432
131686,5,34,7,436
131689,5,34,8,439
131704,5,34,8,454
131733,5,34,8,483
131737,5,34,8,487
131745,5,34,8,495
131762,5,34,9,512
131764,5,34,9,514
131781,5,34,9,531
131787,5,34,9,537
131794,5,34,9,544
131795,5,34,9,545
131801,5,34,9,551
131805,5,34,9,555
131806,5,34,9,556
131809,5,34,9,559
131821,5,34,10,571
131825,5,34,10,575
131842,5,34,10,592
131849,5,34,10,599
131861,5,34,10,611
131862,5,34,10,612
131866,5,34,10,616
131874,5,34,10,624
131877,5,34,11,627
131880,5,34,11,630
131884,5,34,11,634
131898,5,34,11,648
131899,5,34,11,649
131909,5,34,11,659
131916,5,34,11,666
131920,5,34,11,670
131960,5,34,12,710
131963,5,34,12,713
131966,5,34,12,716
131969,5,34,12,719
131971,5,34,12,721
131983,5,34,12,733
131985,5,34,12,735
132003,5,35,1,3
132008,5,35,1,8
132010,5,35,1,10
132013,5,35,1,13
132036,5,35,1,36
132060,5,35,1,60
132070,5,35,2,70
132084,5,35,2,84
132091,5,35,2,91
132111,5,35,2,111
132131,5,35,3,131
132138,5,35,3,138
132139,5,35,3,139
132155,5,35,3,155
132156,5,35,3,156
132165,5,35,3,165
132179,5,35,3,179
132195,5,35,4,195
132218,5,35,4,218
132219,5,35,4,219
132231,5,35,4,231
132241,5,35,4,241
132253,5,35,5,253
132271,5,35,5,271
132290,5,35,5,290
132306,5,35,5,306
132330,5,35,6,330
132332,5,35,6,332
132336,5,35,6,336
132340,5,35,6,340
132344,5,35,6,344
132360,5,35,6,360
132368,5,35,6,368
132377,5,35,7,377
132388,5,35,7,388
132414,5,35,7,414
132415,5,35,7,415
132420,5,35,7,420
132424,5,35,7,424
132442,5,35,8,442
132446,5,35,8,446
132471,5,35,8,471
132492,5,35,8,492
132513,5,35,9,513
132534,5,35,9,534
132554,5,35,9,554
132565,5,35,10,565
132571,5,35,10,571
132576,5,35,10,576
132583,5,35,10,583
132611,5,35,10,611
132629,5,35,11,629
132641,5,35,11,641
132646,5,35,11,646
132656,5,35,11,656
132658,5,35,11,658
132660,5,35,11,660
132663,5,35,11,663
132703,5,35,12,703
132711,5,35,12,711
132717,5,35,12,717
132724,5,35,12,724
132726,5,35,12,726
132735,5,35,12,735
132741,5,35,12,741
132750,5,36,1,0
132752,5,36,1,2
132760,5,36,1,10
132770,5,36,1,20
132787,5,36,1,37
132816,5,36,2,66
132833,5,36,2,83
132843,5,36,2,93
132847,5,36,2,97
132855,5,36,2,105
132861,5,36,2,111
132864,5,36,2,114
132880,5,36,3,130
132882,5,36,3,132
132888,5,36,3,138
132893,5,36,3,143
132903,5,36,3,153
132932,5,36,3,182
132962,5,36,4,212
132975,5,36,4,225
132992,5,36,4,242
133003,5,36,5,253
133004,5,36,5,254
133011,5,36,5,261
133022,5,36,5,272
133034,5,36,5,284
133037,5,36,5,287
133045,5,36,5,295
133058,5,36,5,308
133070,5,36,6,320
133083,5,36,6,333
133097,5,36,6,347
133100,5,36,6,350
133109,5,36,6,359
133112,5,36,6,362
133123,5,36,6,373
133124,5,36,6,374
133128,5,36,7,378
133148,5,36,7,398
133157,5,36,7,407
133168,5,36,7,418
133169,5,36,7,419
133175,5,36,7,425
133178,5,36,7,428
133179,5,36,7,429
133194,5,36,8,444
133198,5,36,8,448
133200,5,36,8,450
133210,5,36,8,460
133231,5,36,8,481
133232,5,36,8,482
133239,5,36,8,489
133252,5,36,9,502
133262,5,36,9,512
133269,5,36,9,519
133292,5,36,9,542
133296,5,36,9,546
133306,5,36,9,556
133311,5,36,9,561
133341,5,36,10,591
133348,5,36,10,598
133349,5,36,10,599
133350,5,36,10,600
133357,5,36,10,607
133360,5,36,10,610
133370,5,36,10,620
133380,5,36,11,630
133389,5,36,11,639
133390,5,36,11,640
133393,5,36,11,643
133404,5,36,11,654
133406,5,36,11,656
133410,5,36,11,660
133413,5,36,11,663
133418,5,36,11,668
133419,5,36,11,669
133423,5,36,11,673
133424,5,36,11,674
133431,5,36,11,681
133447,5,36,12,697
133448,5,36,12,698
133455,5,36,12,705
133463,5,36,12,713
133467,5,36,12,717
133480,5,36,12,730
133501,5,37,1,1
133504,5,37,1,4
133508,5,37,1,8
133513,5,37,1,13
133518,5,37,1,18
133522,5,37,1,22
133523,5,37,1,23
133553,5,37,1,53
133559,5,37,1,59
133564,5,37,2,64
133576,5,37,2,76
133577,5,37,2,77
133590,5,37,2,90
133601,5,37,2,101
133614,5,37,2,114
133615,5,37,2,115
133625,5,37,3,125
133626,5,37,3,126
133642,5,37,3,142
133645,5,37,3,145
133648,5,37,3,148
133661,5,37,3,161
133667,5,37,3,167
133676,5,37,3,176
133677,5,37,3,177
133682,5,37,3,182
133689,5,37,4,189
133701,5,37,4,201
133722,5,37,4,222
133727,5,37,4,227
133731,5,37,4,231
133738,5,37,4,238
133756,5,37,5,256
133758,5,37,5,258
133761,5,37,5,261
133766,5,37,5,266
133767,5,37,5,267
133775,5,37,5,275
133780,5,37,5,280
133792,5,37,5,292
133795,5,37,5,295
133810,5,37,5,310
133814,5,37,6,314
133819,5,37,6,319
133828,5,37,6,328
133829,5,37,6,329
133836,5,37,6,336
133837,5,37,6,337
133851,5,37,6,351
133856,5,37,6,356
133859,5,37,6,359
133873,5,37,6,373
133876,5,37,7,376
133888,5,37,7,388
133889,5,37,7,389
133894,5,37,7,394
133896,5,37,7,396
133904,5,37,7,404
133905,5,37,7,405
133933,5,37,7,433
133935,5,37,7,435
133942,5,37,8,442
133950,5,37,8,450
133961,5,37,8,461
133966,5,37,8,466
133969,5,37,8,469
133986,5,37,8,486
133995,5,37,8,495
134013,5,37,9,513
134022,5,37,9,522
134035,5,37,9,535
134043,5,37,9,543
134044,5,37,9,544
134055,5,37,9,555
134057,5,37,9,557
134058,5,37,9,558
134065,5,37,10,565
134106,5,37,10,606
134109,5,37,10,609
134110,5,37,10,610
134118,5,37,10,618
134140,5,37,11,640
134148,5,37,11,648
134155,5,37,11,655
134159,5,37,11,659
134163,5,37,11,663
134164,5,37,11,664
134168,5,37,11,668
134174,5,37,11,674
134203,5,37,12,703
134204,5,37,12,704
134210,5,37,12,710
134212,5,37,12,712
134214,5,37,12,714
134227,5,37,12,727
134230,5,37,12,730
134271,5,38,1,21
134276,5,38,1,26
134285,5,38,1,35
134301,5,38,1,51
134306,5,38,1,56
134330,5,38,2,80
134331,5,38,2,81
134335,5,38,2,85
134340,5,38,2,90
134379,5,38,3,129
134381,5,38,3,131
134396,5,38,3,146
134415,5,38,3,165
134419,5,38,3,169
134424,5,38,3,174
134427,5,38,3,177
134453,5,38,4,203
134456,5,38,4,206
134465,5,38,4,215
134486,5,38,4,236
134488,5,38,4,238
134489,5,38,4,239
134495,5,38,4,245
134500,5,38,5,250
134509,5,38,5,259
134516,5,38,5,266
134523,5,38,5,273
134540,5,38,5,290
134544,5,38,5,294
134547,5,38,5,297
134565,5,38,6,315
134567,5,38,6,317
134569,5,38,6,319
134576,5,38,6,326
134577,5,38,6,327
134583,5,38,6,333
134607,5,38,6,357
134610,5,38,6,360
134622,5,38,6,372
134623,5,38,6,373
134636,5,38,7,386
134645,5,38,7,395
134654,5,38,7,404
134688,5,38,8,438
134709,5,38,8,459
134740,5,38,8,490
134752,5,38,9,502
134770,5,38,9,520
134772,5,38,9,522
134781,5,38,9,531
134788,5,38,9,538
134789,5,38,9,539
134809,5,38,9,559
134811,5,38,9,561
134828,5,38,10,578
134829,5,38,10,579
134842,5,38,10,592
134856,5,38,10,606
134858,5,38,10,608
134863,5,38,10,613
134867,5,38,10,617
134874,5,38,10,624
134877,5,38,11,627
134882,5,38,11,632
134886,5,38,11,636
134890,5,38,11,640
134902,5,38,11,652
134907,5,38,11,657
134915,5,38,11,665
134929,5,38,11,679
134936,5,38,11,686
134941,5,38,12,691
134961,5,38,12,711
134973,5,38,12,723
134975,5,38,12,725
134981,5,38,12,731
134996,5,38,12,746
135006,5,39,1,6
135008,5,39,1,8
135009,5,39,1,9
135013,5,39,1,13
135024,5,39,1,24
135044,5,39,1,44
135051,5,39,1,51
135059,5,39,1,59
135063,5,39,2,63
135068,5,39,2,68
135090,5,39,2,90
135095,5,39,2,95
135098,5,39,2,98
135106,5,39,2,106
135132,5,39,3,132
135135,5,39,3,135
135161,5,39,3,161
135170,5,39,3,170
135171,5,39,3,171
135175,5,39,3,175
135184,5,39,3,184
135188,5,39,4,188
135189,5,39,4,189
135201,5,39,4,201
135205,5,39,4,205
135217,5,39,4,217
135222,5,39,4,222
135233,5,39,4,233
135237,5,39,4,237
135247,5,39,4,247
135261,5,39,5,261
135277,5,39,5,277
135281,5,39,5,281
135294,5,39,5,294
135311,5,39,5,311
135318,5,39,6,318
135323,5,39,6,323
135327,5,39,6,327
135330,5,39,6,330
135331,5,39,6,331
135367,5,39,6,367
135370,5,39,6,370
135376,5,39,7,376
135430,5,39,7,430
135442,5,39,8,442
135450,5,39,8,450
135452,5,39,8,452
135468,5,39,8,468
135496,5,39,8,496
135497,5,39,8,497
135505,5,39,9,505
135510,5,39,9,510
135526,5,39,9,526
135539,5,39,9,539
135573,5,39,10,573
135591,5,39,10,591
135603,5,39,10,603
135607,5,39,10,607
135616,5,39,10,616
135619,5,39,10,619
135620,5,39,10,620
135627,5,39,11,627
135628,5,39,11,628
135648,5,39,11,648
135658,5,39,11,658
135659,5,39,11,659
135682,5,39,11,682
135687,5,39,11,687
135697,5,39,12,697
135699,5,39,12,699
135709,5,39,12,709
135720,5,39,12,720
135724,5,39,12,724
135727,5,39,12,727
135779,5,40,1,29
135786,5,40,1,36
135793,5,40,1,43
135813,5,40,2,63
135827,5,40,2,77
135839,5,40,2,89
135870,5,40,2,120
135887,5,40,3,137
135896,5,40,3,146
135904,5,40,3,154
135909,5,40,3,159
135920,5,40,3,170
135925,5,40,3,175
135930,5,40,3,180
135931,5,40,3,181
135932,5,40,3,182
135940,5,40,4,190
135946,5,40,4,196
135949,5,40,4,199
135960,5,40,4,210
135967,5,40,4,217
135969,5,40,4,219
135970,5,40,4,220
135985,5,40,4,235
135988,5,40,4,238
135989,5,40,4,239
135991,5,40,4,241
135993,5,40,4,243
136002,5,40,5,252
136012,5,40,5,262
136018,5,40,5,268
136036,5,40,5,286
136046,5,40,5,296
136064,5,40,6,314
136073,5,40,6,323
136074,5,40,6,324
136085,5,40,6,335
136086,5,40,6,336
136096,5,40,6,346
136113,5,40,6,363
136116,5,40,6,366
136117,5,40,6,367
136120,5,40,6,370
136129,5,40,7,379
136130,5,40,7,380
136151,5,40,7,401
136152,5,40,7,402
136159,5,40,7,409
136165,5,40,7,415
136171,5,40,7,421
136175,5,40,7,425
136178,5,40,7,428
136188,5,40,8,438
136191,5,40,8,441
136200,5,40,8,450
136208,5,40,8,458
136218,5,40,8,468
136223,5,40,8,473
136233,5,40,8,483
136245,5,40,8,495
136250,5,40,9,500
136261,5,40,9,511
136262,5,40,9,512
136277,5,40,9,527
136284,5,40,9,534
136290,5,40,9,540
136327,5,40,10,577
136368,5,40,10,618
136370,5,40,10,620
136393,5,40,11,643
136395,5,40,11,645
136403,5,40,11,653
136419,5,40,11,669
136429,5,40,11,679
136435,5,40,11,685
136443,5,40,12,693
136453,5,40,12,703
136458,5,40,12,708
136465,5,40,12,715
136500,6,1,1,0
136528,6,1,1,28
136535,6,1,1,35
136544,6,1,1,44
136555,6,1,1,55
136556,6,1,1,56
136590,6,1,2,90
136620,6,1,2,120
136626,6,1,3,126
136632,6,1,3,132
136652,6,1,3,152
136666,6,1,3,166
136673,6,1,3,173
136676,6,1,3,176
136688,6,1,4,188
136689,6,1,4,189
136701,6,1,4,201
136731,6,1,4,231
136732,6,1,4,232
136745,6,1,4,245
136746,6,1,4,246
136749,6,1,4,249
136750,6,1,5,250
136755,6,1,5,255
136764,6,1,5,264
136767,6,1,5,267
136780,6,1,5,280
136781,6,1,5,281
136805,6,1,5,305
136845,6,1,6,345
136853,6,1,6,353
136856,6,1,6,356
136859,6,1,6,359
136861,6,1,6,361
136873,6,1,6,373
136902,6,1,7,402
136933,6,1,7,433
136939,6,1,8,439
136940,6,1,8,440
136948,6,1,8,448
136968,6,1,8,468
136997,6,1,8,497
137004,6,1,9,504
137008,6,1,9,508
137019,6,1,9,519
137023,6,1,9,523
137027,6,1,9,527
137074,6,1,10,574
137098,6,1,10,598
137099,6,1,10,599
137100,6,1,10,600
137124,6,1,10,624
137128,6,1,11,628
137133,6,1,11,633
137166,6,1,11,666
137185,6,1,11,685
137189,6,1,12,689
137201,6,1,12,701
137224,6,1,12,724
137231,6,1,12,731
137238,6,1,12,738
137247,6,1,12,747
137252,6,2,1,2
137260,6,2,1,10
137262,6,2,1,12
137280,6,2,1,30
137281,6,2,1,31
137298,6,2,1,48
137299,6,2,1,49
137302,6,2,1,52
137308,6,2,1,58
137321,6,2,2,71
137327,6,2,2,77
137328,6,2,2,78
137338,6,2,2,88
137345,6,2,2,95
137369,6,2,2,119
137370,6,2,2,120
137375,6,2,3,125
137380,6,2,3,130
137397,6,2,3,147
137400,6,2,3,150
137407,6,2,3,157
137412,6,2,3,162
137413,6,2,3,163
137421,6,2,3,171
137425,6,2,3,175
137443,6,2,4,193
137450,6,2,4,200
137490,6,2,4,240
137493,6,2,4,243
137496,6,2,4,246
137498,6,2,4,248
137502,6,2,5,252
137510,6,2,5,260
137516,6,2,5,266
137517,6,2,5,267
137528,6,2,5,278
137570,6,2,6,320
137579,6,2,6,329
137591,6,2,6,341
137610,6,2,6,360
137619,6,2,6,369
137624,6,2,6,374
137650,6,2,7,400
137658,6,2,7,408
137662,6,2,7,412
137676,6,2,7,426
137677,6,2,7,427
137685,6,2,7,435
137695,6,2,8,445
137696,6,2,8,446
137708,6,2,8,458
137724,6,2,8,474
137749,6,2,8,499
137758,6,2,9,508
137761,6,2,9,511
137764,6,2,9,514
137768,6,2,9,518
137773,6,2,9,523
137777,6,2,9,527
137787,6,2,9,537
137804,6,2,9,554
137811,6,2,9,561
137819,6,2,10,569
137831,6,2,10,581
137838,6,2,10,588
137841,6,2,10,591
137846,6,2,10,596
137855,6,2,10,605
137872,6,2,10,622
137890,6,2,11,640
137893,6,2,11,643
137901,6,2,11,651
137904,6,2,11,654
137915,6,2,11,665
137924,6,2,11,674
137939,6,2,12,689
137944,6,2,12,694
137961,6,2,12,711
137990,6,2,12,740
137999,6,2,12,749
138011,6,3,1,11
138020,6,3,1,20
138048,6,3,1,48
138063,6,3,2,63
