,SUBJECT,SESSION,RUN,trial_in_session
60176,3,1,3,176
60188,3,1,4,188
60189,3,1,4,189
60201,3,1,4,201
60231,3,1,4,231
60232,3,1,4,232
60245,3,1,4,245
60246,3,1,4,246
60249,3,1,4,249
60250,3,1,5,250
60255,3,1,5,255
60264,3,1,5,264
60267,3,1,5,267
60280,3,1,5,280
60281,3,1,5,281
60305,3,1,5,305
60345,3,1,6,345
60353,3,1,6,353
60356,3,1,6,356
60359,3,1,6,359
60361,3,1,6,361
60373,3,1,6,373
60402,3,1,7,402
60433,3,1,7,433
60439,3,1,8,439
60440,3,1,8,440
60448,3,1,8,448
60468,3,1,8,468
60497,3,1,8,497
60504,3,1,9,504
60508,3,1,9,508
60519,3,1,9,519
60523,3,1,9,523
60527,3,1,9,527
60574,3,1,10,574
60598,3,1,10,598
60599,3,1,10,599
60600,3,1,10,600
60624,3,1,10,624
60628,3,1,11,628
60633,3,1,11,633
60666,3,1,11,666
60685,3,1,11,685
60689,3,1,12,689
60701,3,1,12,701
60724,3,1,12,724
60731,3,1,12,731
60738,3,1,12,738
60747,3,1,12,747
60752,3,2,1,2
60760,3,2,1,10
60762,3,2,1,12
60780,3,2,1,30
60781,3,2,1,31
60798,3,2,1,48
60799,3,2,1,49
60802,3,2,1,52
60808,3,2,1,58
60821,3,2,2,71
60827,3,2,2,77
60828,3,2,2,78
60838,3,2,2,88
60845,3,2,2,95
60869,3,2,2,119
60870,3,2,2,120
60875,3,2,3,125
60880,3,2,3,130
60897,3,2,3,147
60900,3,2,3,150
60907,3,2,3,157
60912,3,2,3,162
60913,3,2,3,163
60921,3,2,3,171
60925,3,2,3,175
60943,3,2,4,193
60950,3,2,4,200
60990,3,2,4,240
60993,3,2,4,243
60996,3,2,4,246
60998,3,2,4,248
61002,3,2,5,252
61010,3,2,5,260
61016,3,2,5,266
61017,3,2,5,267
61028,3,2,5,278
61070,3,2,6,320
61079,3,2,6,329
61091,3,2,6,341
61110,3,2,6,360
61119,3,2,6,369
61124,3,2,6,374
61150,3,2,7,400
61158,3,2,7,408
61162,3,2,7,412
61176,3,2,7,426
61177,3,2,7,427
61185,3,2,7,435
61195,3,2,8,445
61196,3,2,8,446
61208,3,2,8,458
61224,3,2,8,474
61249,3,2,8,499
61258,3,2,9,508
61261,3,2,9,511
61264,3,2,9,514
61268,3,2,9,518
61273,3,2,9,523
61277,3,2,9,527
61287,3,2,9,537
61304,3,2,9,554
61311,3,2,9,561
61319,3,2,10,569
61331,3,2,10,581
61338,3,2,10,588
61341,3,2,10,591
61346,3,2,10,596
61355,3,2,10,605
61372,3,2,10,622
61390,3,2,11,640
61393,3,2,11,643
61401,3,2,11,651
61404,3,2,11,654
61415,3,2,11,665
61424,3,2,11,674
61439,3,2,12,689
61444,3,2,12,694
61461,3,2,12,711
61490,3,2,12,740
61499,3,2,12,749
61511,3,3,1,11
61520,3,3,1,20
61548,3,3,1,48
61563,3,3,2,63
61567,3,3,2,67
61569,3,3,2,69
61574,3,3,2,74
61592,3,3,2,92
61593,3,3,2,93
61595,3,3,2,95
61633,3,3,3,133
61644,3,3,3,144
61649,3,3,3,149
61657,3,3,3,157
61671,3,3,3,171
61678,3,3,3,178
61687,3,3,3,187
61700,3,3,4,200
61718,3,3,4,218
61724,3,3,4,224
61765,3,3,5,265
61768,3,3,5,268
61772,3,3,5,272
61783,3,3,5,283
61797,3,3,5,297
61818,3,3,6,318
61863,3,3,6,363
61864,3,3,6,364
61877,3,3,7,377
61936,3,3,7,436
61940,3,3,8,440
61972,3,3,8,472
61982,3,3,8,482
61987,3,3,8,487
61995,3,3,8,495
62002,3,3,9,502
62012,3,3,9,512
62013,3,3,9,513
62025,3,3,9,525
62046,3,3,9,546
62049,3,3,9,549
62065,3,3,10,565
62073,3,3,10,573
62086,3,3,10,586
62096,3,3,10,596
62103,3,3,10,603
62108,3,3,10,608
62111,3,3,10,611
62114,3,3,10,614
62145,3,3,11,645
62150,3,3,11,650
62156,3,3,11,656
62169,3,3,11,669
62187,3,3,11,687
62197,3,3,12,697
62212,3,3,12,712
62237,3,3,12,737
62239,3,3,12,739
62241,3,3,12,741
62271,3,4,1,21
62285,3,4,1,35
62297,3,4,1,47
62303,3,4,1,53
62309,3,4,1,59
62318,3,4,2,68
62325,3,4,2,75
62340,3,4,2,90
62341,3,4,2,91
62361,3,4,2,111
62367,3,4,2,117
62380,3,4,3,130
62383,3,4,3,133
62419,3,4,3,169
62435,3,4,3,185
62446,3,4,4,196
62455,3,4,4,205
62456,3,4,4,206
62462,3,4,4,212
62465,3,4,4,215
62483,3,4,4,233
62490,3,4,4,240
62501,3,4,5,251
62508,3,4,5,258
62543,3,4,5,293
62552,3,4,5,302
62560,3,4,5,310
62572,3,4,6,322
62577,3,4,6,327
62580,3,4,6,330
62584,3,4,6,334
62586,3,4,6,336
62593,3,4,6,343
62615,3,4,6,365
62635,3,4,7,385
62636,3,4,7,386
62639,3,4,7,389
62652,3,4,7,402
62663,3,4,7,413
62668,3,4,7,418
62675,3,4,7,425
62682,3,4,7,432
62690,3,4,8,440
62699,3,4,8,449
62709,3,4,8,459
62716,3,4,8,466
62729,3,4,8,479
62747,3,4,8,497
62758,3,4,9,508
62768,3,4,9,518
62769,3,4,9,519
62774,3,4,9,524
62782,3,4,9,532
62813,3,4,10,563
62828,3,4,10,578
62829,3,4,10,579
62833,3,4,10,583
62834,3,4,10,584
62845,3,4,10,595
62854,3,4,10,604
62858,3,4,10,608
62874,3,4,10,624
62896,3,4,11,646
62902,3,4,11,652
62919,3,4,11,669
62920,3,4,11,670
62922,3,4,11,672
62924,3,4,11,674
62925,3,4,11,675
62933,3,4,11,683
62937,3,4,11,687
62938,3,4,12,688
62945,3,4,12,695
62946,3,4,12,696
62950,3,4,12,700
62955,3,4,12,705
62957,3,4,12,707
62963,3,4,12,713
62967,3,4,12,717
62968,3,4,12,718
62975,3,4,12,725
62982,3,4,12,732
63000,3,5,1,0
63002,3,5,1,2
63015,3,5,1,15
63017,3,5,1,17
63035,3,5,1,35
63037,3,5,1,37
63040,3,5,1,40
63047,3,5,1,47
63048,3,5,1,48
63050,3,5,1,50
63057,3,5,1,57
63074,3,5,2,74
63075,3,5,2,75
63079,3,5,2,79
63085,3,5,2,85
63095,3,5,2,95
63107,3,5,2,107
63130,3,5,3,130
63133,3,5,3,133
63150,3,5,3,150
63179,3,5,3,179
63211,3,5,4,211
63212,3,5,4,212
63216,3,5,4,216
63217,3,5,4,217
63235,3,5,4,235
63245,3,5,4,245
63257,3,5,5,257
63269,3,5,5,269
63297,3,5,5,297
63301,3,5,5,301
63311,3,5,5,311
63313,3,5,6,313
63332,3,5,6,332
63361,3,5,6,361
63372,3,5,6,372
63374,3,5,6,374
63379,3,5,7,379
63400,3,5,7,400
63479,3,5,8,479
63528,3,5,9,528
63538,3,5,9,538
63553,3,5,9,553
63588,3,5,10,588
63597,3,5,10,597
63601,3,5,10,601
63605,3,5,10,605
63628,3,5,11,628
63633,3,5,11,633
63634,3,5,11,634
63640,3,5,11,640
63655,3,5,11,655
63667,3,5,11,667
63685,3,5,11,685
63700,3,5,12,700
63724,3,5,12,724
63727,3,5,12,727
63755,3,6,1,5
63763,3,6,1,13
63766,3,6,1,16
63771,3,6,1,21
63776,3,6,1,26
63796,3,6,1,46
63797,3,6,1,47
63801,3,6,1,51
63808,3,6,1,58
63811,3,6,1,61
63817,3,6,2,67
63821,3,6,2,71
63822,3,6,2,72
63826,3,6,2,76
63829,3,6,2,79
63853,3,6,2,103
63856,3,6,2,106
63861,3,6,2,111
63863,3,6,2,113
63864,3,6,2,114
63875,3,6,3,125
63876,3,6,3,126
63887,3,6,3,137
63890,3,6,3,140
63903,3,6,3,153
63904,3,6,3,154
63906,3,6,3,156
63925,3,6,3,175
63934,3,6,3,184
63936,3,6,3,186
63960,3,6,4,210
63979,3,6,4,229
63986,3,6,4,236
63987,3,6,4,237
63988,3,6,4,238
63996,3,6,4,246
64002,3,6,5,252
64029,3,6,5,279
64032,3,6,5,282
64044,3,6,5,294
64051,3,6,5,301
64057,3,6,5,307
64060,3,6,5,310
64065,3,6,6,315
64073,3,6,6,323
64074,3,6,6,324
64079,3,6,6,329
64081,3,6,6,331
64083,3,6,6,333
64089,3,6,6,339
64093,3,6,6,343
64107,3,6,6,357
64115,3,6,6,365
64124,3,6,6,374
64170,3,6,7,420
64177,3,6,7,427
64179,3,6,7,429
64185,3,6,7,435
64189,3,6,8,439
64209,3,6,8,459
64214,3,6,8,464
64220,3,6,8,470
64222,3,6,8,472
64248,3,6,8,498
64258,3,6,9,508
64266,3,6,9,516
64280,3,6,9,530
64288,3,6,9,538
64290,3,6,9,540
64307,3,6,9,557
64309,3,6,9,559
64316,3,6,10,566
64324,3,6,10,574
64334,3,6,10,584
64343,3,6,10,593
64347,3,6,10,597
64355,3,6,10,605
64375,3,6,11,625
64391,3,6,11,641
64395,3,6,11,645
64406,3,6,11,656
64422,3,6,11,672
64423,3,6,11,673
64433,3,6,11,683
64471,3,6,12,721
64479,3,6,12,729
64481,3,6,12,731
64500,3,7,1,0
64514,3,7,1,14
64525,3,7,1,25
64532,3,7,1,32
64536,3,7,1,36
64537,3,7,1,37
64542,3,7,1,42
64546,3,7,1,46
64551,3,7,1,51
64559,3,7,1,59
64627,3,7,3,127
64637,3,7,3,137
64640,3,7,3,140
64648,3,7,3,148
64663,3,7,3,163
64675,3,7,3,175
64679,3,7,3,179
64687,3,7,3,187
64692,3,7,4,192
64746,3,7,4,246
64762,3,7,5,262
64767,3,7,5,267
64770,3,7,5,270
64782,3,7,5,282
64783,3,7,5,283
64799,3,7,5,299
64823,3,7,6,323
64824,3,7,6,324
64834,3,7,6,334
64835,3,7,6,335
64853,3,7,6,353
64879,3,7,7,379
64884,3,7,7,384
64894,3,7,7,394
64909,3,7,7,409
64911,3,7,7,411
64923,3,7,7,423
64946,3,7,8,446
64947,3,7,8,447
64951,3,7,8,451
64958,3,7,8,458
64961,3,7,8,461
64964,3,7,8,464
64970,3,7,8,470
64981,3,7,8,481
64997,3,7,8,497
65000,3,7,9,500
65006,3,7,9,506
65024,3,7,9,524
65025,3,7,9,525
65039,3,7,9,539
65052,3,7,9,552
65066,3,7,10,566
65086,3,7,10,586
65088,3,7,10,588
65090,3,7,10,590
65097,3,7,10,597
65120,3,7,10,620
65121,3,7,10,621
65124,3,7,10,624
65129,3,7,11,629
65131,3,7,11,631
65197,3,7,12,697
65229,3,7,12,729
65230,3,7,12,730
65244,3,7,12,744
65247,3,7,12,747
65266,3,8,1,16
65274,3,8,1,24
65276,3,8,1,26
65302,3,8,1,52
65307,3,8,1,57
65335,3,8,2,85
65350,3,8,2,100
65363,3,8,2,113
65373,3,8,2,123
65408,3,8,3,158
65413,3,8,3,163
65437,3,8,3,187
65447,3,8,4,197
65454,3,8,4,204
65457,3,8,4,207
65461,3,8,4,211
65470,3,8,4,220
65477,3,8,4,227
65481,3,8,4,231
65483,3,8,4,233
65487,3,8,4,237
65519,3,8,5,269
65523,3,8,5,273
65527,3,8,5,277
65539,3,8,5,289
65545,3,8,5,295
65551,3,8,5,301
65573,3,8,6,323
65580,3,8,6,330
65590,3,8,6,340
65608,3,8,6,358
65619,3,8,6,369
65628,3,8,7,378
65638,3,8,7,388
65639,3,8,7,389
65641,3,8,7,391
65644,3,8,7,394
65655,3,8,7,405
65661,3,8,7,411
65663,3,8,7,413
65683,3,8,7,433
65735,3,8,8,485
65747,3,8,8,497
65762,3,8,9,512
65780,3,8,9,530
65823,3,8,10,573
65828,3,8,10,578
65841,3,8,10,591
65845,3,8,10,595
65848,3,8,10,598
65857,3,8,10,607
65859,3,8,10,609
65876,3,8,11,626
65916,3,8,11,666
65918,3,8,11,668
65924,3,8,11,674
65931,3,8,11,681
65941,3,8,12,691
65945,3,8,12,695
65954,3,8,12,704
65971,3,8,12,721
65975,3,8,12,725
65986,3,8,12,736
65995,3,8,12,745
66018,3,9,1,18
66033,3,9,1,33
66034,3,9,1,34
66055,3,9,1,55
66063,3,9,2,63
66074,3,9,2,74
66079,3,9,2,79
66088,3,9,2,88
66089,3,9,2,89
66094,3,9,2,94
66104,3,9,2,104
66111,3,9,2,111
66113,3,9,2,113
66122,3,9,2,122
66124,3,9,2,124
66135,3,9,3,135
66169,3,9,3,169
66179,3,9,3,179
66213,3,9,4,213
66226,3,9,4,226
66230,3,9,4,230
66243,3,9,4,243
66247,3,9,4,247
66249,3,9,4,249
66258,3,9,5,258
66266,3,9,5,266
66271,3,9,5,271
66273,3,9,5,273
66281,3,9,5,281
66290,3,9,5,290
66291,3,9,5,291
66294,3,9,5,294
66298,3,9,5,298
66310,3,9,5,310
66313,3,9,6,313
66335,3,9,6,335
66355,3,9,6,355
66381,3,9,7,381
66420,3,9,7,420
66429,3,9,7,429
66440,3,9,8,440
66442,3,9,8,442
66445,3,9,8,445
66447,3,9,8,447
66458,3,9,8,458
66462,3,9,8,462
66467,3,9,8,467
66485,3,9,8,485
66486,3,9,8,486
66503,3,9,9,503
66511,3,9,9,511
66522,3,9,9,522
66540,3,9,9,540
66543,3,9,9,543
66552,3,9,9,552
66563,3,9,10,563
66570,3,9,10,570
66575,3,9,10,575
66585,3,9,10,585
66614,3,9,10,614
66635,3,9,11,635
66646,3,9,11,646
66692,3,9,12,692
66696,3,9,12,696
66700,3,9,12,700
66704,3,9,12,704
66740,3,9,12,740
66748,3,9,12,748
66756,3,10,1,6
66816,3,10,2,66
66818,3,10,2,68
66835,3,10,2,85
66858,3,10,2,108
66867,3,10,2,117
66869,3,10,2,119
66874,3,10,2,124
66882,3,10,3,132
66886,3,10,3,136
66892,3,10,3,142
66912,3,10,3,162
66915,3,10,3,165
66916,3,10,3,166
66917,3,10,3,167
66924,3,10,3,174
66927,3,10,3,177
66938,3,10,4,188
66944,3,10,4,194
66949,3,10,4,199
66952,3,10,4,202
66955,3,10,4,205
66956,3,10,4,206
66981,3,10,4,231
66982,3,10,4,232
66987,3,10,4,237
66988,3,10,4,238
66990,3,10,4,240
66997,3,10,4,247
67013,3,10,5,263
67032,3,10,5,282
67035,3,10,5,285
67045,3,10,5,295
67046,3,10,5,296
67062,3,10,5,312
67069,3,10,6,319
67086,3,10,6,336
67098,3,10,6,348
67103,3,10,6,353
67141,3,10,7,391
67145,3,10,7,395
67161,3,10,7,411
67174,3,10,7,424
67189,3,10,8,439
67218,3,10,8,468
67222,3,10,8,472
67224,3,10,8,474
67238,3,10,8,488
67244,3,10,8,494
67245,3,10,8,495
67251,3,10,9,501
67258,3,10,9,508
67266,3,10,9,516
67271,3,10,9,521
67276,3,10,9,526
67279,3,10,9,529
67306,3,10,9,556
67311,3,10,9,561
67314,3,10,10,564
67329,3,10,10,579
67335,3,10,10,585
67399,3,10,11,649
67401,3,10,11,651
67425,3,10,11,675
67429,3,10,11,679
67446,3,10,12,696
67455,3,10,12,705
67456,3,10,12,706
67461,3,10,12,711
67464,3,10,12,714
67473,3,10,12,723
67504,3,11,1,4
67513,3,11,1,13
67535,3,11,1,35
67556,3,11,1,56
67561,3,11,1,61
67575,3,11,2,75
67577,3,11,2,77
67586,3,11,2,86
67626,3,11,3,126
67629,3,11,3,129
67630,3,11,3,130
67632,3,11,3,132
67644,3,11,3,144
67655,3,11,3,155
67663,3,11,3,163
67680,3,11,3,180
67684,3,11,3,184
67688,3,11,4,188
67700,3,11,4,200
67701,3,11,4,201
67708,3,11,4,208
67709,3,11,4,209
67711,3,11,4,211
67717,3,11,4,217
67720,3,11,4,220
67736,3,11,4,236
67738,3,11,4,238
67748,3,11,4,248
67775,3,11,5,275
67783,3,11,5,283
67787,3,11,5,287
67793,3,11,5,293
67806,3,11,5,306
67813,3,11,6,313
67814,3,11,6,314
67819,3,11,6,319
67825,3,11,6,325
67826,3,11,6,326
67840,3,11,6,340
67845,3,11,6,345
67846,3,11,6,346
67865,3,11,6,365
67883,3,11,7,383
67895,3,11,7,395
67898,3,11,7,398
67901,3,11,7,401
67908,3,11,7,408
67912,3,11,7,412
67913,3,11,7,413
67934,3,11,7,434
67942,3,11,8,442
67947,3,11,8,447
67948,3,11,8,448
67950,3,11,8,450
67968,3,11,8,468
67980,3,11,8,480
67989,3,11,8,489
68006,3,11,9,506
68012,3,11,9,512
68023,3,11,9,523
68028,3,11,9,528
68032,3,11,9,532
68047,3,11,9,547
68051,3,11,9,551
68059,3,11,9,559
68065,3,11,10,565
68077,3,11,10,577
68086,3,11,10,586
68105,3,11,10,605
68124,3,11,10,624
68129,3,11,11,629
68136,3,11,11,636
68149,3,11,11,649
68165,3,11,11,665
68173,3,11,11,673
68174,3,11,11,674
68202,3,11,12,702
68214,3,11,12,714
68220,3,11,12,720
68231,3,11,12,731
68241,3,11,12,741
68242,3,11,12,742
68246,3,11,12,746
68254,3,12,1,4
68256,3,12,1,6
68261,3,12,1,11
68268,3,12,1,18
68269,3,12,1,19
68283,3,12,1,33
68287,3,12,1,37
68296,3,12,1,46
68308,3,12,1,58
68321,3,12,2,71
68329,3,12,2,79
68350,3,12,2,100
68357,3,12,2,107
68367,3,12,2,117
68368,3,12,2,118
68369,3,12,2,119
68385,3,12,3,135
68408,3,12,3,158
68415,3,12,3,165
68425,3,12,3,175
68432,3,12,3,182
68439,3,12,4,189
68441,3,12,4,191
68442,3,12,4,192
68459,3,12,4,209
68464,3,12,4,214
68466,3,12,4,216
68485,3,12,4,235
68489,3,12,4,239
68504,3,12,5,254
68506,3,12,5,256
68571,3,12,6,321
68589,3,12,6,339
68591,3,12,6,341
68599,3,12,6,349
68610,3,12,6,360
68628,3,12,7,378
68635,3,12,7,385
68637,3,12,7,387
68639,3,12,7,389
68643,3,12,7,393
68646,3,12,7,396
68648,3,12,7,398
68649,3,12,7,399
68656,3,12,7,406
68661,3,12,7,411
68664,3,12,7,414
68685,3,12,7,435
68689,3,12,8,439
68696,3,12,8,446
68700,3,12,8,450
68713,3,12,8,463
68716,3,12,8,466
68719,3,12,8,469
68728,3,12,8,478
68738,3,12,8,488
68757,3,12,9,507
68769,3,12,9,519
68784,3,12,9,534
68793,3,12,9,543
68798,3,12,9,548
68806,3,12,9,556
68822,3,12,10,572
68832,3,12,10,582
68840,3,12,10,590
68857,3,12,10,607
68867,3,12,10,617
68875,3,12,11,625
68879,3,12,11,629
68890,3,12,11,640
68895,3,12,11,645
68896,3,12,11,646
68899,3,12,11,649
68905,3,12,11,655
68930,3,12,11,680
68953,3,12,12,703
68954,3,12,12,704
68967,3,12,12,717
68982,3,12,12,732
68984,3,12,12,734
68993,3,12,12,743
69009,3,13,1,9
69012,3,13,1,12
69015,3,13,1,15
69018,3,13,1,18
69041,3,13,1,41
69097,3,13,2,97
69129,3,13,3,129
69143,3,13,3,143
69144,3,13,3,144
69147,3,13,3,147
69154,3,13,3,154
69196,3,13,4,196
69198,3,13,4,198
69204,3,13,4,204
69206,3,13,4,206
69213,3,13,4,213
69230,3,13,4,230
69238,3,13,4,238
69245,3,13,4,245
69264,3,13,5,264
69275,3,13,5,275
69300,3,13,5,300
69320,3,13,6,320
69344,3,13,6,344
69349,3,13,6,349
69375,3,13,7,375
69439,3,13,8,439
69442,3,13,8,442
69455,3,13,8,455
69457,3,13,8,457
69481,3,13,8,481
69483,3,13,8,483
69489,3,13,8,489
69499,3,13,8,499
69515,3,13,9,515
69518,3,13,9,518
69532,3,13,9,532
69538,3,13,9,538
69547,3,13,9,547
69548,3,13,9,548
69554,3,13,9,554
69581,3,13,10,581
69591,3,13,10,591
69594,3,13,10,594
69615,3,13,10,615
69620,3,13,10,620
69646,3,13,11,646
69657,3,13,11,657
69662,3,13,11,662
69670,3,13,11,670
69686,3,13,11,686
69691,3,13,12,691
69694,3,13,12,694
69715,3,13,12,715
69721,3,13,12,721
69734,3,13,12,734
69735,3,13,12,735
69739,3,13,12,739
69741,3,13,12,741
69744,3,13,12,744
69759,3,14,1,9
69762,3,14,1,12
69768,3,14,1,18
69791,3,14,1,41
69814,3,14,2,64
69818,3,14,2,68
69820,3,14,2,70
69830,3,14,2,80
69840,3,14,2,90
69847,3,14,2,97
69850,3,14,2,100
69851,3,14,2,101
69855,3,14,2,105
69859,3,14,2,109
69887,3,14,3,137
69890,3,14,3,140
69898,3,14,3,148
69928,3,14,3,178
69951,3,14,4,201
69956,3,14,4,206
69965,3,14,4,215
69973,3,14,4,223
69987,3,14,4,237
69998,3,14,4,248
70015,3,14,5,265
70023,3,14,5,273
70033,3,14,5,283
70046,3,14,5,296
70057,3,14,5,307
70085,3,14,6,335
70092,3,14,6,342
70104,3,14,6,354
70111,3,14,6,361
70132,3,14,7,382
70133,3,14,7,383
70136,3,14,7,386
70159,3,14,7,409
70166,3,14,7,416
70187,3,14,7,437
70190,3,14,8,440
70196,3,14,8,446
70197,3,14,8,447
70198,3,14,8,448
70206,3,14,8,456
70210,3,14,8,460
70217,3,14,8,467
70219,3,14,8,469
70231,3,14,8,481
70237,3,14,8,487
70240,3,14,8,490
70242,3,14,8,492
70246,3,14,8,496
70249,3,14,8,499
70262,3,14,9,512
70272,3,14,9,522
70290,3,14,9,540
70297,3,14,9,547
70299,3,14,9,549
70309,3,14,9,559
70320,3,14,10,570
70322,3,14,10,572
70334,3,14,10,584
70339,3,14,10,589
70351,3,14,10,601
70353,3,14,10,603
70365,3,14,10,615
70366,3,14,10,616
70386,3,14,11,636
70402,3,14,11,652
70403,3,14,11,653
70405,3,14,11,655
70410,3,14,11,660
70415,3,14,11,665
70419,3,14,11,669
70423,3,14,11,673
70430,3,14,11,680
70453,3,14,12,703
70455,3,14,12,705
70463,3,14,12,713
70465,3,14,12,715
70476,3,14,12,726
70480,3,14,12,730
70488,3,14,12,738
70496,3,14,12,746
70504,3,15,1,4
70512,3,15,1,12
70514,3,15,1,14
70526,3,15,1,26
70544,3,15,1,44
70549,3,15,1,49
70556,3,15,1,56
70558,3,15,1,58
70562,3,15,1,62
70563,3,15,2,63
70635,3,15,3,135
70677,3,15,3,177
70678,3,15,3,178
70690,3,15,4,190
70723,3,15,4,223
70726,3,15,4,226
70729,3,15,4,229
70730,3,15,4,230
70736,3,15,4,236
70738,3,15,4,238
70741,3,15,4,241
70770,3,15,5,270
70775,3,15,5,275
70820,3,15,6,320
70827,3,15,6,327
70828,3,15,6,328
70832,3,15,6,332
70833,3,15,6,333
70836,3,15,6,336
70843,3,15,6,343
70848,3,15,6,348
70849,3,15,6,349
70852,3,15,6,352
70853,3,15,6,353
70864,3,15,6,364
70865,3,15,6,365
70886,3,15,7,386
70890,3,15,7,390
70900,3,15,7,400
70908,3,15,7,408
70909,3,15,7,409
70918,3,15,7,418
70919,3,15,7,419
70923,3,15,7,423
70927,3,15,7,427
70961,3,15,8,461
70977,3,15,8,477
70982,3,15,8,482
70986,3,15,8,486
71003,3,15,9,503
71014,3,15,9,514
71018,3,15,9,518
71044,3,15,9,544
71048,3,15,9,548
71073,3,15,10,573
71074,3,15,10,574
71083,3,15,10,583
71085,3,15,10,585
71092,3,15,10,592
71094,3,15,10,594
71100,3,15,10,600
71117,3,15,10,617
71121,3,15,10,621
71126,3,15,11,626
71129,3,15,11,629
71130,3,15,11,630
71134,3,15,11,634
71140,3,15,11,640
71145,3,15,11,645
71146,3,15,11,646
71147,3,15,11,647
71149,3,15,11,649
71156,3,15,11,656
71161,3,15,11,661
71162,3,15,11,662
71167,3,15,11,667
71169,3,15,11,669
71170,3,15,11,670
71172,3,15,11,672
71175,3,15,11,675
71178,3,15,11,678
71182,3,15,11,682
71187,3,15,11,687
71234,3,15,12,734
71244,3,15,12,744
71245,3,15,12,745
71248,3,15,12,748
71252,3,16,1,2
71272,3,16,1,22
71294,3,16,1,44
71301,3,16,1,51
71302,3,16,1,52
71304,3,16,1,54
71309,3,16,1,59
71313,3,16,2,63
71315,3,16,2,65
71321,3,16,2,71
71330,3,16,2,80
71343,3,16,2,93
71350,3,16,2,100
71351,3,16,2,101
71356,3,16,2,106
71372,3,16,2,122
71392,3,16,3,142
71404,3,16,3,154
71422,3,16,3,172
71454,3,16,4,204
71467,3,16,4,217
71473,3,16,4,223
71475,3,16,4,225
71483,3,16,4,233
71485,3,16,4,235
71486,3,16,4,236
71491,3,16,4,241
71495,3,16,4,245
71503,3,16,5,253
71507,3,16,5,257
71513,3,16,5,263
71531,3,16,5,281
71556,3,16,5,306
71557,3,16,5,307
71566,3,16,6,316
71568,3,16,6,318
71574,3,16,6,324
71588,3,16,6,338
71591,3,16,6,341
71600,3,16,6,350
71609,3,16,6,359
71610,3,16,6,360
71616,3,16,6,366
71621,3,16,6,371
71646,3,16,7,396
71681,3,16,7,431
71682,3,16,7,432
71684,3,16,7,434
71696,3,16,8,446
71698,3,16,8,448
71710,3,16,8,460
71721,3,16,8,471
71726,3,16,8,476
71729,3,16,8,479
71744,3,16,8,494
71755,3,16,9,505
71757,3,16,9,507
71760,3,16,9,510
71777,3,16,9,527
71787,3,16,9,537
71794,3,16,9,544
71796,3,16,9,546
71800,3,16,9,550
71811,3,16,9,561
71816,3,16,10,566
71818,3,16,10,568
71828,3,16,10,578
71860,3,16,10,610
71862,3,16,10,612
71865,3,16,10,615
71889,3,16,11,639
71902,3,16,11,652
71925,3,16,11,675
71933,3,16,11,683
71937,3,16,11,687
71939,3,16,12,689
71945,3,16,12,695
71948,3,16,12,698
71976,3,16,12,726
71977,3,16,12,727
71978,3,16,12,728
71984,3,16,12,734
71999,3,16,12,749
72001,3,17,1,1
72002,3,17,1,2
72008,3,17,1,8
72022,3,17,1,22
72028,3,17,1,28
72043,3,17,1,43
72046,3,17,1,46
72051,3,17,1,51
72063,3,17,2,63
72080,3,17,2,80
72098,3,17,2,98
72103,3,17,2,103
72109,3,17,2,109
72130,3,17,3,130
72131,3,17,3,131
72141,3,17,3,141
72152,3,17,3,152
72154,3,17,3,154
72165,3,17,3,165
72169,3,17,3,169
72184,3,17,3,184
72196,3,17,4,196
72197,3,17,4,197
72206,3,17,4,206
72208,3,17,4,208
72219,3,17,4,219
72221,3,17,4,221
72222,3,17,4,222
72223,3,17,4,223
72226,3,17,4,226
72233,3,17,4,233
72244,3,17,4,244
72248,3,17,4,248
72251,3,17,5,251
72255,3,17,5,255
72268,3,17,5,268
72279,3,17,5,279
72302,3,17,5,302
72323,3,17,6,323
72341,3,17,6,341
72363,3,17,6,363
72367,3,17,6,367
72375,3,17,7,375
72382,3,17,7,382
72384,3,17,7,384
72385,3,17,7,385
72410,3,17,7,410
72415,3,17,7,415
72418,3,17,7,418
72420,3,17,7,420
72432,3,17,7,432
72433,3,17,7,433
72439,3,17,8,439
72451,3,17,8,451
72463,3,17,8,463
72487,3,17,8,487
72488,3,17,8,488
72489,3,17,8,489
72492,3,17,8,492
72508,3,17,9,508
72510,3,17,9,510
72564,3,17,10,564
72585,3,17,10,585
72605,3,17,10,605
72610,3,17,10,610
72661,3,17,11,661
72702,3,17,12,702
72718,3,17,12,718
72741,3,17,12,741
72759,3,18,1,9
72761,3,18,1,11
72762,3,18,1,12
72764,3,18,1,14
72768,3,18,1,18
72771,3,18,1,21
72772,3,18,1,22
72776,3,18,1,26
72778,3,18,1,28
72795,3,18,1,45
72798,3,18,1,48
72802,3,18,1,52
72820,3,18,2,70
72821,3,18,2,71
72837,3,18,2,87
72840,3,18,2,90
72858,3,18,2,108
72868,3,18,2,118
72872,3,18,2,122
72885,3,18,3,135
72888,3,18,3,138
72902,3,18,3,152
72905,3,18,3,155
72907,3,18,3,157
72926,3,18,3,176
72932,3,18,3,182
72941,3,18,4,191
72959,3,18,4,209
72973,3,18,4,223
72982,3,18,4,232
72984,3,18,4,234
73001,3,18,5,251
73016,3,18,5,266
73023,3,18,5,273
73026,3,18,5,276
73031,3,18,5,281
73040,3,18,5,290
73049,3,18,5,299
73058,3,18,5,308
